id,date,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories,total_sleep_records,total_minutes_asleep,total_time_in_bed,weight_kg,weight_pounds,fat,bmi,is_manual_report,log_id,weekday,total_active_minutes
1503960366,2016-04-25,15355,9.800000191,9.800000191,0,5.2899999619999996,0.569999993,3.9400000570000002,0,73,14,216,814,2013,1,277,323,NA,NA,NA,NA,NA,NA,Monday,303
1503960366,2016-04-26,13755,8.789999962,8.789999962,0,2.329999924,0.920000017,5.5399999619999996,0,31,23,279,833,1970,1,245,274,NA,NA,NA,NA,NA,NA,Tuesday,333
1503960366,2016-04-27,18134,12.21000004,12.21000004,0,6.400000095,0.409999996,5.409999847,0,78,11,243,1108,2159,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,332
1503960366,2016-04-28,13154,8.529999733,8.529999733,0,3.539999962,1.159999967,3.789999962,0,48,28,189,782,1898,1,366,393,NA,NA,NA,NA,NA,NA,Thursday,265
1503960366,2016-04-29,11181,7.150000095,7.150000095,0,1.059999943,0.5,5.579999924,0,16,12,243,815,1837,1,341,354,NA,NA,NA,NA,NA,NA,Friday,271
1503960366,2016-04-30,14673,9.25,9.25,0,3.5599999429999998,1.419999957,4.269999981,0,52,34,217,712,1947,1,404,425,NA,NA,NA,NA,NA,NA,Saturday,303
1503960366,2016-05-01,10602,6.809999943,6.809999943,0,2.289999962,1.600000024,2.920000076,0,33,35,246,730,1820,1,369,396,NA,NA,NA,NA,NA,NA,Sunday,314
1503960366,2016-05-02,14727,9.710000038,9.710000038,0,3.210000038,0.569999993,5.920000076,0,41,15,277,798,2004,1,277,309,52.5999984741211,115.963146545323,22,22.6499996185303,TRUE,1462233599000,Monday,333
1503960366,2016-05-03,15103,9.659999847,9.659999847,0,3.7300000190000002,1.049999952,4.8800001140000004,0,50,24,254,816,1990,1,273,296,52.5999984741211,115.963146545323,NA,22.6499996185303,TRUE,1462319999000,Tuesday,328
1503960366,2016-05-04,11100,7.150000095,7.150000095,0,2.460000038,0.870000005,3.819999933,0,36,22,203,1179,1819,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,261
1503960366,2016-05-05,14070,8.899999619,8.899999619,0,2.920000076,1.080000043,4.8800001140000004,0,45,24,250,857,1959,1,247,264,NA,NA,NA,NA,NA,NA,Thursday,319
1503960366,2016-05-06,12159,8.029999733,8.029999733,0,1.970000029,0.25,5.809999943,0,24,6,289,754,1896,1,334,367,NA,NA,NA,NA,NA,NA,Friday,319
1503960366,2016-05-07,11992,7.7100000380000004,7.7100000380000004,0,2.460000038,2.119999886,3.130000114,0,37,46,175,833,1821,1,331,349,NA,NA,NA,NA,NA,NA,Saturday,258
1503960366,2016-05-08,10060,6.579999924,6.579999924,0,3.529999971,0.319999993,2.7300000190000002,0,44,8,203,574,1740,1,594,611,NA,NA,NA,NA,NA,NA,Sunday,255
1503960366,2016-05-09,12022,7.71999979,7.71999979,0,3.450000048,0.529999971,3.74000001,0,46,11,206,835,1819,1,338,342,NA,NA,NA,NA,NA,NA,Monday,263
1503960366,2016-05-10,12207,7.769999981,7.769999981,0,3.3499999049999998,1.159999967,3.25999999,0,46,31,214,746,1859,1,383,403,NA,NA,NA,NA,NA,NA,Tuesday,291
1503960366,2016-05-11,12770,8.130000114,8.130000114,0,2.5599999429999998,1.00999999,4.550000191,0,36,23,251,669,1783,1,285,306,NA,NA,NA,NA,NA,NA,Wednesday,310
1503960366,2016-05-12,0,0,0,0,0,0,0,0,0,0,0,1440,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,0
1624580081,2016-04-12,8163,5.309999943,5.309999943,0,0,0,5.309999943,0,0,0,146,1294,1432,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,146
1624580081,2016-04-13,7007,4.550000191,4.550000191,0,0,0,4.550000191,0,0,0,148,1292,1411,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,148
1624580081,2016-04-14,9107,5.920000076,5.920000076,0,0,0,5.909999847,0.01,0,0,236,1204,1572,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,236
1624580081,2016-04-15,1510,0.980000019,0.980000019,0,0,0,0.970000029,0,0,0,96,1344,1344,NA,NA,NA,NA,NA,NA,NA,NA,NA,Friday,96
1624580081,2016-04-16,5370,3.49000001,3.49000001,0,0,0,3.49000001,0,0,0,176,1264,1463,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saturday,176
1624580081,2016-04-17,6175,4.059999943,4.059999943,0,1.029999971,1.519999981,1.49000001,0.01,15,22,127,1276,1554,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunday,164
1624580081,2016-04-18,10536,7.409999847,7.409999847,0,2.1500000950000002,0.620000005,4.6199998859999996,0.01,17,7,202,1214,1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monday,226
1624580081,2016-04-19,2916,1.899999976,1.899999976,0,0,0,1.899999976,0,0,0,141,1299,1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,141
1624580081,2016-04-20,4974,3.2300000190000002,3.2300000190000002,0,0,0,3.2300000190000002,0,0,0,151,1289,1446,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,151
1624580081,2016-04-21,6349,4.1300001140000004,4.1300001140000004,0,0,0,4.110000134,0.02,0,0,186,1254,1467,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,186
1624580081,2016-04-22,4026,2.619999886,2.619999886,0,0,0,2.5999999049999998,0,0,0,199,1241,1470,NA,NA,NA,NA,NA,NA,NA,NA,NA,Friday,199
1624580081,2016-04-23,8538,5.550000191,5.550000191,0,0,0,5.5399999619999996,0.01,0,0,227,1213,1562,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saturday,227
1624580081,2016-04-24,6076,3.950000048,3.950000048,0,1.149999976,0.910000026,1.889999986,0,16,18,185,1221,1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunday,219
1624580081,2016-04-25,6497,4.21999979,4.21999979,0,0,0,4.199999809,0.02,0,0,202,1238,1492,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monday,202
1624580081,2016-04-26,2826,1.840000033,1.840000033,0,0,0,1.830000043,0.01,0,0,140,1300,1402,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,140
1624580081,2016-04-27,8367,5.440000057,5.440000057,0,1.110000014,1.870000005,2.460000038,0,17,36,154,1233,1670,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,207
1624580081,2016-04-28,2759,1.789999962,1.789999962,0,0,0.200000003,1.600000024,0,0,5,115,1320,1401,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,120
1624580081,2016-04-29,2390,1.549999952,1.549999952,0,0,0,1.549999952,0,0,0,150,1290,1404,NA,NA,NA,NA,NA,NA,NA,NA,NA,Friday,150
1624580081,2016-04-30,6474,4.300000191,4.300000191,0,0.899999976,1.279999971,2.119999886,0.01,11,23,224,1182,1655,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saturday,258
1624580081,2016-05-01,36019,28.03000069,28.03000069,0,21.92000008,4.190000057,1.909999967,0.02,186,63,171,1020,2690,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunday,420
1624580081,2016-05-02,7155,4.929999828,4.929999828,0,0.860000014,0.589999974,3.470000029,0,7,6,166,1261,1497,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monday,179
1624580081,2016-05-03,2100,1.370000005,1.370000005,0,0,0,1.340000033,0.02,0,0,96,1344,1334,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,96
1624580081,2016-05-04,2193,1.429999948,1.429999948,0,0,0,1.419999957,0,0,0,118,1322,1368,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,118
1624580081,2016-05-05,2470,1.610000014,1.610000014,0,0,0,1.580000043,0.02,0,0,117,1323,1370,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,117
1624580081,2016-05-06,1727,1.120000005,1.120000005,0,0,0,1.120000005,0.01,0,0,102,1338,1341,NA,NA,NA,NA,NA,NA,NA,NA,NA,Friday,102
1624580081,2016-05-07,2104,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,182,1258,1474,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saturday,182
1624580081,2016-05-08,3427,2.2300000190000002,2.2300000190000002,0,0,0,2.220000029,0,0,0,152,1288,1427,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunday,152
1624580081,2016-05-09,1732,1.129999995,1.129999995,0,0,0,1.129999995,0,0,0,91,1349,1328,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monday,91
1624580081,2016-05-10,2969,1.929999948,1.929999948,0,0,0,1.919999957,0.01,0,0,139,1301,1393,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,139
1624580081,2016-05-11,3134,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,112,1328,1359,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,112
1624580081,2016-05-12,2971,1.929999948,1.929999948,0,0,0,1.919999957,0.01,0,0,107,890,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,107
1644430081,2016-04-12,10694,7.769999981,7.769999981,0,0.140000001,2.299999952,5.329999924,0,2,51,256,1131,3199,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,309
1644430081,2016-04-13,8001,5.820000172,5.820000172,0,2.279999971,0.899999976,2.640000105,0,30,16,135,1259,2902,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,181
1644430081,2016-04-14,11037,8.020000458,8.020000458,0,0.360000014,2.5599999429999998,5.099999905,0,5,58,252,1125,3226,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,315
1644430081,2016-04-15,5263,3.829999924,3.829999924,0,0.219999999,0.150000006,3.450000048,0,3,4,170,1263,2750,NA,NA,NA,NA,NA,NA,NA,NA,NA,Friday,177
1644430081,2016-04-16,15300,11.11999989,11.11999989,0,4.099999905,1.879999995,5.090000153,0,51,42,212,1135,3493,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saturday,305
1644430081,2016-04-17,8757,6.3699998859999996,6.3699998859999996,0,2.25,0.569999993,3.549999952,0,29,13,186,1212,3011,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunday,228
1644430081,2016-04-18,7132,5.190000057,5.190000057,0,1.070000052,1.669999957,2.450000048,0,15,33,121,1271,2806,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monday,169
1644430081,2016-04-19,11256,8.180000305,8.180000305,0,0.360000014,2.529999971,5.300000191,0,5,58,278,1099,3300,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,341
1644430081,2016-04-20,2436,1.769999981,1.769999981,0,0,0,1.75999999,0.01,0,0,125,1315,2430,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,125
1644430081,2016-04-21,1223,0.889999986,0.889999986,0,0,0,0.879999995,0.01,0,0,38,1402,2140,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,38
1644430081,2016-04-22,3673,2.670000076,2.670000076,0,0,0,2.660000086,0.01,0,0,86,1354,2344,NA,NA,NA,NA,NA,NA,NA,NA,NA,Friday,86
1644430081,2016-04-23,6637,4.829999924,4.829999924,0,0,0.579999983,4.25,0,0,15,160,1265,2677,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saturday,175
1644430081,2016-04-24,3321,2.410000086,2.410000086,0,0,0,2.410000086,0,0,0,89,1351,2413,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunday,89
1644430081,2016-04-25,3580,2.5999999049999998,2.5999999049999998,0,0.589999974,0.059999999,1.950000048,0,8,1,94,1337,2497,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monday,103
1644430081,2016-04-26,9919,7.2100000380000004,7.2100000380000004,0,0.800000012,1.720000029,4.690000057,0,11,41,223,1165,3123,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,275
1644430081,2016-04-27,3032,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,118,1322,2489,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,118
1644430081,2016-04-28,9405,6.840000153,6.840000153,0,0.200000003,2.319999933,4.309999943,0,3,53,227,1157,3108,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,283
1644430081,2016-04-29,3176,2.3099999429999998,2.3099999429999998,0,0,0,2.3099999429999998,0,0,0,120,1193,2498,1,119,127,NA,NA,NA,NA,NA,NA,Friday,120
1644430081,2016-04-30,18213,13.23999977,13.23999977,0,0.629999995,3.140000105,9.460000038,0,9,71,402,816,3846,1,124,142,NA,NA,NA,NA,NA,NA,Saturday,482
1644430081,2016-05-01,6132,4.4600000380000004,4.4600000380000004,0,0.239999995,0.99000001,3.2300000190000002,0,3,24,146,908,2696,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunday,173
1644430081,2016-05-02,3758,2.7300000190000002,2.7300000190000002,0,0.07,0.310000002,2.3499999049999998,0,1,7,148,682,2580,1,796,961,NA,NA,NA,NA,NA,NA,Monday,156
1644430081,2016-05-03,12850,9.340000153,9.340000153,0,0.720000029,4.090000153,4.5399999619999996,0,10,94,221,1115,3324,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,325
1644430081,2016-05-04,2309,1.679999948,1.679999948,0,0,0,1.659999967,0.02,0,0,52,1388,2222,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,52
1644430081,2016-05-05,4363,3.1900000570000002,3.1900000570000002,0,0.519999981,0.540000021,2.130000114,0.01,6,12,81,1341,2463,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,99
1644430081,2016-05-06,9787,7.1199998859999996,7.1199998859999996,0,0.819999993,0.270000011,6.010000229,0.02,11,6,369,1054,3328,NA,NA,NA,NA,NA,NA,NA,NA,NA,Friday,386
1644430081,2016-05-07,13372,9.720000267,9.720000267,0,3.25999999,0.790000021,5.670000076,0.01,41,17,243,1139,3404,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saturday,301
1644430081,2016-05-08,6724,4.889999866,4.889999866,0,0,0,4.8800001140000004,0,0,0,295,991,2987,1,137,154,NA,NA,NA,NA,NA,NA,Sunday,295
1644430081,2016-05-09,6643,4.829999924,4.829999924,0,2.390000105,0.349999994,2.089999914,0.01,32,6,303,1099,3008,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monday,341
1644430081,2016-05-10,9167,6.659999847,6.659999847,0,0.879999995,0.810000002,4.96999979,0.01,12,19,155,1254,2799,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,186
1644430081,2016-05-11,1329,0.970000029,0.970000029,0,0,0,0.949999988,0.01,0,0,49,713,1276,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,49
1844505072,2016-04-12,6697,4.429999828,4.429999828,0,0,0,4.429999828,0,0,0,339,1101,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,339
1844505072,2016-04-13,4929,3.25999999,3.25999999,0,0,0,3.25999999,0,0,0,248,1192,1860,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,248
1844505072,2016-04-14,7937,5.25,5.25,0,0,0,5.230000019,0,0,0,373,843,2130,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,373
1844505072,2016-04-15,3844,2.539999962,2.539999962,0,0,0,2.539999962,0,0,0,176,527,1725,1,644,961,NA,NA,NA,NA,NA,NA,Friday,176
1844505072,2016-04-16,3414,2.25999999,2.25999999,0,0,0,2.25999999,0,0,0,147,1293,1657,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saturday,147
1844505072,2016-04-17,4525,2.99000001,2.99000001,0,0.140000001,0.25999999,2.589999914,0,2,8,199,1231,1793,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunday,209
1844505072,2016-04-18,4597,3.039999962,3.039999962,0,0,0.479999989,2.5599999429999998,0,0,12,217,1211,1814,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monday,229
1844505072,2016-04-19,197,0.129999995,0.129999995,0,0,0,0.129999995,0,0,0,10,1430,1366,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,10
1844505072,2016-04-20,8,0.01,0.01,0,0,0,0.01,0,0,0,1,1439,1349,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,1
1844505072,2016-04-21,8054,5.320000172,5.320000172,0,0.119999997,0.519999981,4.679999828,0,2,13,308,1117,2062,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,323
1844505072,2016-04-22,5372,3.549999952,3.549999952,0,0,0,3.549999952,0,0,0,220,1220,1827,NA,NA,NA,NA,NA,NA,NA,NA,NA,Friday,220
1844505072,2016-04-23,3570,2.359999895,2.359999895,0,0,0,2.359999895,0,0,0,139,1301,1645,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saturday,139
1844505072,2016-04-24,0,0,0,0,0,0,0,0,0,0,0,1440,1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunday,0
1844505072,2016-04-25,0,0,0,0,0,0,0,0,0,0,0,1440,1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monday,0
1844505072,2016-04-26,0,0,0,0,0,0,0,0,0,0,0,1440,1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,0
1844505072,2016-04-27,4,0,0,0,0,0,0,0,0,0,1,1439,1348,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,1
1844505072,2016-04-28,6907,4.570000172,4.570000172,0,0,0,4.559999943,0,0,0,302,1138,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,302
1844505072,2016-04-29,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1856,NA,NA,NA,NA,NA,NA,NA,NA,NA,Friday,247
1844505072,2016-04-30,4014,2.670000076,2.670000076,0,0,0,2.6500000950000002,0,0,0,184,218,1763,1,722,961,NA,NA,NA,NA,NA,NA,Saturday,184
1844505072,2016-05-01,2573,1.700000048,1.700000048,0,0,0.25999999,1.450000048,0,0,7,75,585,1541,1,590,961,NA,NA,NA,NA,NA,NA,Sunday,82
1844505072,2016-05-02,0,0,0,0,0,0,0,0,0,0,0,1440,1348,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monday,0
1844505072,2016-05-03,4059,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,184,1256,1742,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,184
1844505072,2016-05-04,2080,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,87,1353,1549,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,87
1844505072,2016-05-05,2237,1.480000019,1.480000019,0,0,0,1.480000019,0,0,0,120,1320,1589,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,120
1844505072,2016-05-06,44,0.029999999,0.029999999,0,0,0,0.029999999,0,0,0,2,1438,1351,NA,NA,NA,NA,NA,NA,NA,NA,NA,Friday,2
1844505072,2016-05-07,0,0,0,0,0,0,0,0,0,0,0,1440,1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saturday,0
1844505072,2016-05-08,0,0,0,0,0,0,0,0,0,0,0,1440,1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunday,0
1844505072,2016-05-09,0,0,0,0,0,0,0,0,0,0,0,1440,1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monday,0
1844505072,2016-05-10,0,0,0,0,0,0,0,0,0,0,0,1440,1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,0
1844505072,2016-05-11,0,0,0,0,0,0,0,0,0,0,0,1440,1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,0
1844505072,2016-05-12,0,0,0,0,0,0,0,0,0,0,0,711,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,0
1927972279,2016-04-12,678,0.469999999,0.469999999,0,0,0,0.469999999,0,0,0,55,734,2220,3,750,775,NA,NA,NA,NA,NA,NA,Tuesday,55
1927972279,2016-04-13,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151,1,398,422,133.5,294.317120016975,NA,47.5400009155273,FALSE,1460509732000,Wednesday,32
1927972279,2016-04-14,2163,1.5,1.5,0,0,0.400000006,1.100000024,0,0,9,88,1292,2383,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,97
1927972279,2016-04-15,980,0.680000007,0.680000007,0,0,0,0.680000007,0,0,0,51,941,2221,2,475,499,NA,NA,NA,NA,NA,NA,Friday,51
1927972279,2016-04-16,0,0,0,0,0,0,0,0,0,0,0,1440,2064,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saturday,0
1927972279,2016-04-17,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunday,0
1927972279,2016-04-18,244,0.170000002,0.170000002,0,0,0,0.170000002,0,0,0,17,1423,2111,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monday,17
1927972279,2016-04-19,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,0
1927972279,2016-04-20,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,0
1927972279,2016-04-21,0,0,0,0,0,0,0,0,0,0,0,1440,2064,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,0
1927972279,2016-04-22,149,0.100000001,0.100000001,0,0,0,0.100000001,0,0,0,10,1430,2093,NA,NA,NA,NA,NA,NA,NA,NA,NA,Friday,10
1927972279,2016-04-23,2945,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,145,1295,2499,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saturday,145
1927972279,2016-04-24,2090,1.450000048,1.450000048,0,0.07,0.239999995,1.139999986,0,1,6,75,1358,2324,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunday,82
1927972279,2016-04-25,152,0.109999999,0.109999999,0,0,0,0.109999999,0,0,0,12,1303,2100,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monday,12
1927972279,2016-04-26,3761,2.5999999049999998,2.5999999049999998,0,0,0,2.5999999049999998,0,0,0,192,1058,2638,1,296,315,NA,NA,NA,NA,NA,NA,Tuesday,192
1927972279,2016-04-27,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,0
1927972279,2016-04-28,1675,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,95,1167,2351,1,166,178,NA,NA,NA,NA,NA,NA,Thursday,95
1927972279,2016-04-29,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,Friday,0
1927972279,2016-04-30,0,0,0,0,0,0,0,0,0,0,0,1440,2064,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saturday,0
1927972279,2016-05-01,2704,1.870000005,1.870000005,0,1.00999999,0.029999999,0.829999983,0,14,1,70,1355,2411,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunday,85
1927972279,2016-05-02,3790,2.619999886,2.619999886,0,1.159999967,0.300000012,1.159999967,0,16,8,94,1322,2505,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monday,118
1927972279,2016-05-03,1326,0.920000017,0.920000017,0,0.730000019,0,0.180000007,0,10,0,17,1413,2195,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,27
1927972279,2016-05-04,1786,1.24000001,1.24000001,0,0,0,1.24000001,0,0,0,87,1353,2338,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,87
1927972279,2016-05-05,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,0
1927972279,2016-05-06,2091,1.450000048,1.450000048,0,0,0,1.450000048,0,0,0,108,1332,2383,NA,NA,NA,NA,NA,NA,NA,NA,NA,Friday,108
1927972279,2016-05-07,1510,1.039999962,1.039999962,0,0,0,1.039999962,0,0,0,48,1392,2229,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saturday,48
1927972279,2016-05-08,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunday,0
1927972279,2016-05-09,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monday,0
1927972279,2016-05-10,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuesday,0
1927972279,2016-05-11,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wednesday,0
1927972279,2016-05-12,0,0,0,0,0,0,0,0,0,0,0,966,1383,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thursday,0
